day,provincia,active,ili
2014-01-31,PG,3,0
2014-01-31,FM,1,0
2014-01-31,CE,3,0
2014-01-31,MO,5,0
2014-01-31,TA,1,0
2014-01-31,RC,1,0
2014-01-31,GO,1,0
2014-02-01,RI,1,0
2014-02-01,FM,1,0
2014-02-01,MN,1,0
2014-02-01,FG,2,0
2014-02-01,GE,4,0
2014-02-01,FI,4,0
2014-02-01,LI,3,0
2014-02-01,VE,6,0
2014-02-01,FC,2,0
2014-02-01,VA,5,0
2014-02-01,VR,2,0
2014-02-01,PV,2,0
2014-02-01,GO,1,0
2014-02-01,RC,1,0
2014-02-01,PA,2,0
2014-02-01,RN,2,0
2014-02-01,VI,4,0
2014-02-01,TN,12,0
2014-02-01,UD,2,0
2014-02-01,MB,18,0
2014-02-01,TV,13,0
2014-02-01,GR,1,0
2014-02-01,RE,3,0
2014-02-01,MI,55,0
2014-02-01,SI,2,0
2014-02-01,SR,3,0
2014-02-01,AN,9,0
2014-02-01,CR,2,0
2014-02-01,LC,5,0
2014-02-01,BO,18,0
2014-02-01,BA,2,0
2014-02-01,PD,4,0
2014-02-01,PT,1,0
2014-02-01,LU,4,0
2014-02-01,CO,5,0
2014-02-01,ME,1,0
2014-02-01,RG,1,0
2014-02-01,BG,6,0
2014-02-01,AL,4,0
2014-02-01,AG,1,0
2014-02-01,SO,1,0
2014-02-01,CB,1,0
2014-02-01,VC,2,0
2014-02-01,TO,54,0
2014-02-01,NO,1,0
2014-02-01,SS,1,0
2014-02-01,PO,2,0
2014-02-01,BI,1,0
2014-02-01,TS,6,0
2014-02-01,CI,1,0
2014-02-01,PI,7,0
2014-02-01,NA,5,0
2014-02-01,SV,4,0
2014-02-01,BL,1,0
2014-02-01,PG,3,0
2014-02-01,BZ,13,1
2014-02-01,VT,2,0
2014-02-01,RO,1,0
2014-02-01,RA,4,0
2014-02-01,CH,4,0
2014-02-01,CA,2,0
2014-02-01,AQ,1,0
2014-02-01,MC,2,0
2014-02-01,BS,4,0
2014-02-01,IM,5,0
2014-02-01,PR,1,0
2014-02-01,RM,52,0
2014-02-01,NU,1,0
